20050120,42.23,39.88,37.56,37.16,40.06,46.3,80.19,73.31,76.25,74.33,70.35,65.2,57.14,52.3,48.27,46.15,56.8,81.87,90.74,84.32,76.99,60.4,44.07,40.33
20050121,40.45,39.04,37.42,38.34,39.25,47.04,87.2,85.35,89.68,75.53,69.76,63.64,54.23,49.75,44.01,41.29,46.8,72.17,84.12,74.34,63.24,56.61,44.08,41.41
20050122,38.41,35,33.92,33.04,34.36,39.36,45.48,45.59,52.75,57.22,56.75,50.33,44.17,38.88,36.02,34.46,39.12,58.31,70.89,64.69,54.27,47.08,36.92,36.97
20050123,46.18,43.92,42.57,41.83,41.82,44.01,47.75,50.97,56.13,60.52,67.93,60.18,53.01,44.03,41,41.17,47.02,86.21,95.42,89.82,83.61,67.15,48.06,47.24
20050124,53.43,52.49,51.33,51.91,55.32,67.23,94.82,103.52,105.49,103.09,97.16,86.97,75.28,63.23,57.36,55.83,61.2,98.2,111.33,101.92,93.7,75.61,55.74,42.38
20050125,51.93,47.72,46.5,47.03,48.32,60.12,85.13,77.16,73.87,69.09,66.27,62.59,55.21,49.78,46.36,44.2,49.13,80.56,81.43,75.89,69.56,57.67,40.83,40.23
20050126,33.86,31.78,31.86,31.79,31.53,38.06,63.41,74.48,70.23,65.95,63.9,55.67,51.49,45.06,38.43,37.09,43.68,69.77,77.37,73.54,70.55,54.43,42.26,37.55
20050127,39.59,37.49,37.94,37.83,40.3,51.72,91.28,87.88,84.97,81.09,79.84,74.11,64.09,58.3,53.84,52.94,58.11,86.31,95.91,88.52,83.52,71.24,50.17,48.88
20050128,61.08,58.14,56.5,57.36,59.33,71.3,114.77,91.35,86.95,82.47,76.27,67.9,53.3,44.63,40.95,39.99,43.41,67.64,79.58,74.39,65.68,52.6,42.5,49.26
20050129,53.59,52.52,48.64,51.24,51.75,56.17,61.75,65.37,65.99,70.87,67.63,62.39,54.63,48.24,36.05,35.92,40.41,66.91,68.07,55.43,54.96,48.34,37.07,36.47
20050130,36.88,35.54,34.35,34.04,33.89,36.03,38.19,40,43.31,47.19,44.72,41.55,38.87,33.62,31.48,31.45,37.36,53.73,62.83,54.98,54.4,44.81,34.55,33.76
20050131,37.18,34.67,34.56,35.21,39.62,45.71,69.06,68.18,67.26,68.3,62.55,49.54,41.35,37.35,34.52,34.55,38.7,57.22,76.05,70.16,67.25,50.61,36.56,38.02
