 DATE-GMT,TIME-GMT,OBSPWR,FCSTPWR,ERR
20060512,2100,0,9.3,9.3
20060512,2200,0,8.9,8.9
20060512,2300,0,3,3
20060513,0,6.7,2.8,-3.9
20060513,100,36.8,14.7,-22.1
20060513,200,65.5,37.2,-28.3
20060513,300,74.4,34.7,-39.7
20060513,400,63,29.1,-33.9
20060513,500,65,26.8,-38.2
20060513,600,72,36.3,-35.7
20060513,700,49.2,36.4,-12.8
20060513,800,47.7,36.5,-11.2
20060513,900,31.6,28.9,-2.8
20060513,1000,20.4,17,-3.5
20060513,1100,12.1,15.1,3
20060513,1200,4.7,16.1,11.5
20060513,1300,3.7,10.5,6.9
20060513,1400,1.4,1,-0.4
20060513,1500,0.3,1.3,1
20060513,1600,0,0.9,0.9
20060513,1700,0,1.3,1.3
20060513,1800,0.1,1,1
20060513,1900,0.2,1.3,1.1
20060513,2000,1.1,2.2,1.1
20060513,2100,2.8,9.7,6.9
20060513,2200,4,14.9,10.9
20060513,2300,2.9,11.3,8.5
20060514,0,0.9,4.6,3.7
20060514,100,4.4,10.7,6.3
20060514,200,13.6,19.8,6.2
20060514,300,9.2,17.6,8.4
20060514,400,8.2,15.9,7.8
20060514,500,13.5,19.5,5.9
20060514,600,19.9,16.5,-3.4
20060514,700,12.2,15,2.8
20060514,800,6.4,14.5,8.2
20060514,900,9.6,17,7.4
20060514,1000,22.2,15.9,-6.3
20060514,1100,13.7,14.6,1
20060514,1200,13.2,15.6,2.4
20060514,1300,5.6,16,10.4
20060514,1400,14,8.2,-5.8
20060514,1500,19.8,6.4,-13.4
20060514,1600,13,5.8,-7.2
20060514,1700,8.1,6.6,-1.5
20060514,1800,6.7,12,5.3
20060514,1900,11.2,9.1,-2.1
20060514,2000,22.4,24.3,1.9
20060514,2100,29.2,32.7,3.5
20060514,2200,14.9,25.5,10.5
20060514,2300,8.4,19.4,10.9
20060515,0,16.2,28.4,12.3
20060515,100,3.6,32.7,29.1
20060515,200,15.1,47.1,32
20060515,300,37.6,55.1,17.5
20060515,400,44.6,47.7,3.1
20060515,500,31.8,34.8,3
20060515,600,11.2,15.1,3.9
20060515,700,19.9,27.8,7.9
20060515,800,38,31.5,-6.4
20060515,900,49.8,37,-12.8
20060515,1000,38.7,31.4,-7.3
20060515,1100,41.7,40.2,-1.5
20060515,1200,47.6,62.9,15.2
20060515,1300,33.7,48.9,15.2
20060515,1400,6.7,33.8,27.1
20060515,1500,0.7,25.3,24.6
20060515,1600,0.7,24.7,24
20060515,1700,0.8,36.7,35.9
20060515,1800,1.2,32.4,31.2
20060515,1900,3.8,37.7,33.9
20060515,2000,10.4,51.8,41.4
20060515,2100,1.2,43.8,42.6
20060515,2200,9.9,45.5,35.6
20060515,2300,33.6,46.7,13.2
20060516,0,37.1,43.4,6.3
20060516,100,33.2,60.3,27.1
20060516,200,31.8,68.9,37.2
20060516,300,56.1,70.2,14.1
20060516,400,65,42.8,-22.1
20060516,500,68.8,35.9,-32.8
20060516,600,78.3,34.5,-43.9
20060516,700,80.3,26.3,-54
20060516,800,80.1,30.7,-49.4
20060516,900,74.4,29.9,-44.6
20060516,1000,71.8,35.9,-35.9
20060516,1100,59.3,35.1,-24.1
20060516,1200,48.4,43.8,-4.6
20060516,1300,73.7,57.7,-16
20060516,1400,80,47.9,-32.1
20060516,1500,80.2,35.7,-44.4
20060516,1600,75.2,42.6,-32.6
20060516,1700,75.1,49,-26.1
20060516,1800,89.6,60.5,-29.1
20060516,1900,87.6,68.7,-18.9
20060516,2000,84.2,71.9,-12.3
20060516,2100,87.5,65.6,-21.8
20060516,2200,87.3,70.5,-16.7
20060516,2300,89.3,64.2,-25
20060517,0,87.4,67.5,-19.9
20060517,100,73.4,87.9,14.5
20060517,200,74.9,96.7,21.9
20060517,300,89.9,97.1,7.2
20060517,400,75.4,97.1,21.7
20060517,500,82.3,90,7.7
20060517,600,85.4,91,5.6
20060517,700,86,69.2,-16.8
20060517,800,85.8,67.6,-18.3
20060517,900,86.6,69.5,-17.1
20060517,1000,85.8,58.3,-27.5
20060517,1100,77.8,63.8,-14
20060517,1200,38.7,55.2,16.5
20060517,1300,65.1,63.5,-1.5
20060517,1400,54.8,49.9,-4.9
20060517,1500,23.2,37.2,14.1
20060517,1600,34,43.9,9.9
20060517,1700,32.5,48.3,15.7
20060517,1800,27.4,44.6,17.1
20060517,1900,44.1,48.6,4.5
20060517,2000,52.2,57,4.8
20060517,2100,61.5,46.8,-14.8
20060517,2200,66.8,53.1,-13.7
20060517,2300,58.6,52.6,-6
20060518,0,73.8,58.4,-15.4
20060518,100,77.1,70.4,-6.7
20060518,200,78.3,82.3,4
20060518,300,89,97.1,8.1
20060518,400,87.2,97.1,9.9
20060518,500,86.2,97.1,10.9
20060518,600,82.2,97.1,14.9
20060518,700,87,80.1,-6.8
20060518,800,71.8,72.1,0.3
20060518,900,55.7,65,9.3
20060518,1000,51.5,61.5,10
20060518,1100,56.9,49.7,-7.1
20060518,1200,50.1,44.2,-5.9
20060518,1300,52.4,41.9,-10.5
20060518,1400,77,37.3,-39.7
20060518,1500,62.2,19.9,-42.3
20060518,1600,64.6,27,-37.6
20060518,1700,70.5,35,-35.5
20060518,1800,62,31.7,-30.3
20060518,1900,71.4,38.3,-33.1
20060518,2000,76.2,43.2,-33
20060518,2100,69.8,53.5,-16.3
20060518,2200,57.2,40.1,-17.1
20060518,2300,60.6,45.6,-15
20060519,0,69.9,61,-8.9
20060519,100,73.6,69.6,-4
20060519,200,71.3,78.2,7
20060519,300,87.2,94.1,6.9
20060519,400,92.5,90.1,-2.4
20060519,500,92.2,72.1,-20.1
20060519,600,91.5,68.5,-23
20060519,700,90.1,55.5,-34.6
20060519,800,87.1,52.5,-34.6
20060519,900,88.7,56,-32.7
20060519,1000,42.9,36.3,-6.6
20060519,1100,8.9,24.4,15.5
20060519,1200,28.8,28.6,-0.2
20060519,1300,59.3,33.5,-25.8
20060519,1400,74.1,25.6,-48.5
20060519,1500,79,25.2,-53.8
20060519,1600,84.9,31.7,-53.2
20060519,1700,90.7,36.2,-54.5
20060519,1800,92.3,39.7,-52.6
20060519,1900,92.2,41.2,-51.1
20060519,2000,93.2,65.9,-27.2
20060519,2100,91.3,67.1,-24.2
20060519,2200,90.1,72.5,-17.6
20060519,2300,84.4,62.2,-22.2
20060520,0,40,68.1,28.2
20060520,100,27.7,74.7,47
20060520,200,28.3,96.7,68.4
20060520,300,40.9,97.1,56.1
20060520,400,28.3,97.1,68.8
20060520,500,38.8,95.7,56.9
20060520,600,25.3,86.4,61
20060520,700,22.6,75.9,53.3
20060520,800,45.1,79.3,34.2
20060520,900,76.4,89.2,12.8
20060520,1000,82.5,86.8,4.3
20060520,1100,64.7,76.6,12
20060520,1200,55.8,69.2,13.4
20060520,1300,51,63.6,12.6
20060520,1400,73.4,61.9,-11.5
20060520,1500,89.1,52.2,-36.8
20060520,1600,89.8,59.5,-30.2
20060520,1700,70.8,50.9,-19.9
20060520,1800,65,44.3,-20.6
20060520,1900,75.9,51.4,-24.6
20060520,2000,79.5,56,-23.5
20060520,2100,84.7,57,-27.6
20060520,2200,83.9,53.2,-30.8
20060520,2300,85.1,56.2,-29
20060521,0,73.3,52.8,-20.6
20060521,100,39.2,45,5.8
20060521,200,22.1,44.2,22.1
20060521,300,25.9,49,23.1
20060521,400,29.2,48,18.7
20060521,500,22.1,44,21.9
20060521,600,15.2,31.1,15.9
20060521,700,10.2,25.5,15.3
20060521,800,17.3,28.2,10.9
20060521,900,25.5,26.8,1.4
20060521,1000,21.1,34.2,13.1
20060521,1100,37.7,29.6,-8.1
20060521,1200,24.4,26.3,1.9
20060521,1300,33.8,22.6,-11.2
20060521,1400,68.3,37.8,-30.5
20060521,1500,75.9,34.9,-41
20060521,1600,84.7,64.6,-20.2
20060521,1700,88.4,72.5,-15.9
20060521,1800,89.1,66.8,-22.3
20060521,1900,88.5,73.6,-15
20060521,2000,89.6,85,-4.6
20060521,2100,92,83.5,-8.4
20060521,2200,92.6,81,-11.6
20060521,2300,91.5,75.2,-16.3
20060522,0,91,76.8,-14.2
20060522,100,93.3,95.9,2.6
20060522,200,94.1,96.7,2.6
20060522,300,94.2,95.6,1.4
20060522,400,94.2,91.8,-2.4
20060522,500,91.2,82.9,-8.2
20060522,600,88.2,69.5,-18.7
20060522,700,89.7,66.4,-23.2
20060522,800,91.5,77.2,-14.3
20060522,900,30.2,57,26.8
20060522,1000,10.8,49.7,39
20060522,1100,14.5,52.7,38.2
20060522,1200,5.3,57.4,52
20060522,1300,14,63.5,49.5
20060522,1400,43.5,53.9,10.4
20060522,1500,54.2,54.1,0
20060522,1600,33.6,50.5,16.9
20060522,1700,4.7,37.4,32.7
20060522,1800,6.6,34.6,28
20060522,1900,13.4,31.6,18.2
20060522,2000,26.3,39.5,13.2
20060522,2100,38.7,36.3,-2.4
20060522,2200,55.8,39.9,-15.9
20060522,2300,46.7,36.6,-10.1
20060523,0,47.5,42.8,-4.7
20060523,100,35.8,45.6,9.8
20060523,200,47.7,51,3.4
20060523,300,35,43.7,8.7
20060523,400,24.5,43.6,19.1
20060523,500,28.5,42.8,14.3
20060523,600,35.5,40.4,5
20060523,700,48.1,42.3,-5.7
20060523,800,73,52,-21
20060523,900,71.6,56.8,-14.8
20060523,1000,64,48.6,-15.4
20060523,1100,64.4,45.6,-18.7
20060523,1200,59.5,44.2,-15.2
20060523,1300,42.1,44.6,2.5
20060523,1400,23.9,33.7,9.8
20060523,1500,8.6,29.7,21.1
20060523,1600,11.1,36.8,25.7
20060523,1700,17.1,41.3,24.2
20060523,1800,22.8,40.8,18
20060523,1900,31.6,56.8,25.1
20060523,2000,31.5,52.5,21
20060523,2100,31.2,52,20.8
20060523,2200,34.5,49.5,15
20060523,2300,38.3,53.4,15.1
20060524,0,45.5,55.8,10.3
20060524,100,74.1,73.1,-1
20060524,200,85.9,83.5,-2.3
20060524,300,86.5,88.7,2.2
20060524,400,76.1,84.3,8.3
20060524,500,42.4,72.5,30.1
20060524,600,17,50.8,33.8
20060524,700,16,35.3,19.3
20060524,800,35.9,43.9,8
20060524,900,60,48.1,-11.9
20060524,1000,55.9,50.8,-5.1
20060524,1100,66.5,47.7,-18.8
20060524,1200,54.1,49,-5.1
20060524,1300,60.6,52.2,-8.4
20060524,1400,61.4,51.9,-9.5
20060524,1500,35.3,41.2,5.9
20060524,1600,21.2,29.8,8.6
20060524,1700,17.1,42.1,25
20060524,1800,20.1,36.5,16.5
20060524,1900,18.6,38.6,20
20060524,2000,20.9,32.9,12
20060524,2100,18.5,25.9,7.3
20060524,2200,16.4,25,8.6
20060524,2300,10.3,16.4,6.1
20060525,0,8.6,3,-5.5
20060525,100,10.1,3.9,-6.3
20060525,200,15.7,16.4,0.6
20060525,300,13.4,11.7,-1.6
20060525,400,8.3,4.6,-3.8
20060525,500,7.5,5.4,-2.1
20060525,600,13.7,6.2,-7.5
20060525,700,6.5,4.4,-2.1
20060525,800,6.2,8.6,2.4
20060525,900,7.3,7.2,-0.1
20060525,1000,13.2,7.3,-5.8
20060525,1100,15.4,11.1,-4.4
20060525,1200,8.1,7.9,-0.2
20060525,1300,7.4,8.8,1.4
20060525,1400,9,9.3,0.3
20060525,1500,10.1,9.9,-0.2
20060525,1600,24.3,7.5,-16.8
20060525,1700,44.4,18.4,-26.1
20060525,1800,66.8,26.3,-40.5
20060525,1900,70.5,49.9,-20.6
20060525,2000,44.9,57.1,12.2
20060525,2100,32.5,36.6,4.1
20060525,2200,18.7,30.7,12
20060525,2300,14,27.8,13.8
20060526,0,9.6,15.2,5.6
20060526,100,23.9,23.2,-0.6
20060526,200,56.6,55.1,-1.5
20060526,300,41.7,47.6,6
20060526,400,78.5,57.8,-20.7
20060526,500,93.9,78.3,-15.6
20060526,600,94.4,84,-10.4
20060526,700,90.9,74.1,-16.8
20060526,800,92.2,77.3,-14.9
20060526,900,92.9,81.4,-11.5
20060526,1000,91.1,69,-22.1
20060526,1100,86.4,62.9,-23.5
20060526,1200,77.1,58.8,-18.3
20060526,1300,64.8,58.6,-6.3
20060526,1400,30.3,44.4,14.1
20060526,1500,70.3,39.2,-31
20060526,1600,76.1,39.7,-36.4
20060526,1700,73.9,46.7,-27.2
20060526,1800,63.2,51.3,-11.9
20060526,1900,38.7,34.6,-4.2
20060526,2000,73.1,53.5,-19.6
20060526,2100,83.7,59.6,-24.1
20060526,2200,82.2,67.6,-14.6
20060526,2300,79.3,66.4,-13
20060527,0,79,75.2,-3.8
20060527,100,42.1,65,22.9
20060527,200,81.6,78.3,-3.3
20060527,300,86.5,88.3,1.8
20060527,400,80.9,81.1,0.2
20060527,500,82.3,67.7,-14.7
20060527,600,69.8,61.7,-8.1
20060527,700,75.6,59.1,-16.4
20060527,800,83.9,66.5,-17.4
20060527,900,85.6,64.2,-21.4
20060527,1000,59.4,56.7,-2.8
20060527,1100,46.8,52.4,5.6
20060527,1200,45.5,46.1,0.6
20060527,1300,27.6,37.8,10.3
20060527,1400,23,30.3,7.4
20060527,1500,46,27.8,-18.2
20060527,1600,46.1,29.9,-16.2
20060527,1700,21.8,22.3,0.5
20060527,1800,9.1,13.2,4.1
20060527,1900,8.9,19.3,10.4
20060527,2000,6,19.3,13.3
20060527,2100,0.7,4.5,3.8
20060527,2200,2.8,7.3,4.4
20060527,2300,2.6,5.8,3.3
20060528,0,0,11.2,11.2
20060528,100,0.3,0.5,0.2
20060528,200,5.6,2.7,-2.9
20060528,300,2.2,3,0.8
20060528,400,0,0.2,0.2
20060528,500,0.5,2.6,2.2
20060528,600,0.2,3.7,3.5
20060528,700,1.1,3.7,2.5
20060528,800,2,1.1,-0.9
20060528,900,0.2,1.7,1.5
20060528,1000,1.3,3.4,2.1
20060528,1100,0,2.2,2.2
20060528,1200,0,1.2,1.2
20060528,1300,0,6.8,6.8
20060528,1400,0,3.8,3.8
20060528,1500,0.3,7.6,7.3
20060528,1600,0.8,5.9,5.1
20060528,1700,1.2,12.8,11.7
20060528,1800,1.3,21.7,20.3
20060528,1900,2.1,14.2,12.1
20060528,2000,3.5,22.8,19.3
20060528,2100,5.3,15.1,9.8
20060528,2200,5.7,7,1.3
20060528,2300,5.7,10.3,4.6
20060529,0,4.4,7.5,3
20060529,100,5.6,7.6,1.9
20060529,200,5.7,16,10.3
20060529,300,5.6,22.9,17.2
20060529,400,3.2,20.8,17.6
20060529,500,4,20.7,16.7
20060529,600,8.4,14.8,6.5
20060529,700,22.5,24.2,1.8
20060529,800,35.2,24.7,-10.5
20060529,900,31.3,26,-5.3
20060529,1000,25.2,28.3,3
20060529,1100,32.5,29.9,-2.5
20060529,1200,17.5,29.6,12.1
20060529,1300,2.7,25,22.3
20060529,1400,0,24.9,24.9
20060529,1500,0,27.6,27.6
20060529,1600,0,21.9,21.9
20060529,1700,0,16.2,16.2
20060529,1800,0,17.1,17.1
20060529,1900,0,20.7,20.7
20060529,2000,0.5,18,17.5
20060529,2100,1.3,27.3,25.9
20060529,2200,2.9,39.6,36.7
20060529,2300,3.4,43.1,39.7
20060530,0,4.1,46.1,42
20060530,100,3.7,23.5,19.7
20060530,200,4.8,17.5,12.7
20060530,300,4.5,11.7,7.2
20060530,400,5.5,8.1,2.7
20060530,500,8.4,10.4,1.9
20060530,600,6.2,8.4,2.2
20060530,700,9,7.6,-1.4
20060530,800,7.9,10.3,2.4
20060530,900,11.4,16.6,5.2
20060530,1000,12.8,19.1,6.2
20060530,1100,7.9,13.2,5.3
20060530,1200,5,18.7,13.6
20060530,1300,0.7,18.2,17.5
20060530,1400,0.2,27.9,27.6
20060530,1500,0,33.7,33.7
20060530,1600,0.1,32,32
20060530,1700,0,21.5,21.5
20060530,1800,1.7,34.5,32.8
20060530,1900,5.7,45.4,39.8
20060530,2000,6.5,46.2,39.7
20060530,2100,10.9,47.6,36.8
20060530,2200,10.9,55.8,44.9
20060530,2300,11,56.4,45.4
20060531,0,3.8,44.5,40.7
20060531,100,4.8,43.6,38.8
20060531,200,5.4,46.4,41.1
20060531,300,5.1,46.7,41.6
20060531,400,6.1,58.4,52.2
20060531,500,6.3,59.9,53.6
20060531,600,3.9,53.5,49.6
20060531,700,3.6,42,38.4
20060531,800,2.6,19.5,16.9
20060531,900,1,21.5,20.4
20060531,1000,0.2,18.1,17.9
20060531,1100,2.1,19.9,17.8
20060531,1200,3.5,12.8,9.3
20060531,1300,0.6,7.9,7.3
20060531,1400,0.3,6.6,6.3
20060531,1500,0.1,3.4,3.3
20060531,1600,19.8,8.3,-11.5
20060531,1700,16.5,11.3,-5.2
20060531,1800,9.8,11.3,1.5
20060531,1900,0,9.1,9.1
20060531,2000,0.9,7.4,6.5
20060531,2100,6.7,12.1,5.5
20060531,2200,0,3.9,3.9
20060531,2300,0,5.6,5.6
20060601,0,0,8.3,8.3
20060601,100,0,4.2,4.2
20060601,200,0.5,9,8.5
20060601,300,0.6,5.8,5.2
20060601,400,9.9,10.1,0.2
20060601,500,20.9,19.5,-1.3
20060601,600,57.3,28.7,-28.6
20060601,700,72.1,34.9,-37.2
20060601,800,70.7,53.8,-16.9
20060601,900,52.3,42.8,-9.6
20060601,1000,45.4,35.7,-9.8
20060601,1100,58,39.7,-18.3
20060601,1200,42.8,34.8,-8.1
20060601,1300,28.3,34.6,6.2
20060601,1400,12.7,42.2,29.5
20060601,1500,7.1,34.9,27.7
20060601,1600,0.8,41.1,40.3
20060601,1700,15,38.2,23.2
20060601,1800,0.6,43.6,43
20060601,1900,0,30.2,30.2
20060601,2000,39.1,38.9,-0.2
20060601,2100,6.9,18.7,11.8
20060601,2200,0,20.7,20.7
20060601,2300,19.5,19.6,0.1
20060602,0,86.9,46,-41
20060602,100,87.2,50.2,-37
20060602,200,57.4,29.6,-27.8
20060602,300,30.1,24.6,-5.5
20060602,400,6.7,21.6,14.9
20060602,500,7.1,7.1,0.1
20060602,600,49.6,22.6,-27
20060602,700,68.5,25.8,-42.8
20060602,800,56.3,24.4,-31.9
20060602,900,23.8,17.3,-6.5
20060602,1000,16.5,16,-0.4
20060602,1100,10.1,19.6,9.4
20060602,1200,3.3,9.7,6.3
20060602,1300,13.4,12.9,-0.5
20060602,1400,20.7,10.4,-10.3
20060602,1500,3.7,5.4,1.7
20060602,1600,8,14,5.9
20060602,1700,18.8,20.6,1.8
20060602,1800,31,25.6,-5.4
20060602,1900,4.9,26,21.1
20060602,2000,13.4,29.7,16.3
20060602,2100,6.1,19.5,13.4
20060602,2200,10.4,22.5,12.1
20060602,2300,8.4,22.8,14.4
20060603,0,88,35.5,-52.5
20060603,100,86.5,46.8,-39.6
20060603,200,9,21.6,12.5
20060603,300,4.2,17.6,13.3
20060603,400,16.6,18.1,1.6
20060603,500,52.5,36.4,-16.1
20060603,600,81.4,46.2,-35.2
20060603,700,85.5,55.3,-30.2
20060603,800,85.2,57.2,-28
20060603,900,87.9,51.6,-36.2
20060603,1000,83.6,51.7,-31.9
20060603,1100,85.7,51.5,-34.2
20060603,1200,87,43.5,-43.5
20060603,1300,76.1,49.4,-26.7
20060603,1400,55.4,30.5,-24.9
20060603,1500,41.8,26.7,-15.1
20060603,1600,55.4,36.9,-18.5
20060603,1700,60.8,48.4,-12.4
20060603,1800,36.8,45.6,8.9
20060603,1900,47.3,39.7,-7.6
20060603,2000,55.7,53.5,-2.2
20060603,2100,46.6,49,2.3
20060603,2200,56.6,50.2,-6.4
20060603,2300,68.8,51,-17.7
20060604,0,75.7,70.8,-4.9
20060604,100,84.1,76.9,-7.1
20060604,200,80.4,70.1,-10.3
20060604,300,75.9,75.7,-0.1
20060604,400,77.5,71.4,-6.1
20060604,500,63.9,60.5,-3.4
20060604,600,67.9,34,-33.9
20060604,700,69.6,52.7,-16.8
20060604,800,69.5,50.7,-18.8
20060604,900,78.9,61.9,-17
20060604,1000,78.8,53.6,-25.2
20060604,1100,82.2,45.6,-36.6
20060604,1200,75.9,46.8,-29.2
20060604,1300,69.6,46.7,-22.9
20060604,1400,45.8,44.6,-1.2
20060604,1500,45.5,33.9,-11.6
20060604,1600,56.2,37.7,-18.5
20060604,1700,49.6,28.8,-20.8
20060604,1800,48.5,27.8,-20.7
20060604,1900,68.7,39.9,-28.8
20060604,2000,78.2,49.2,-28.9
20060604,2100,77.8,51.5,-26.3
20060604,2200,70.6,41.9,-28.7
20060604,2300,48.4,41,-7.5
20060605,0,50.4,51.1,0.7
20060605,100,47.4,50,2.6
20060605,200,48.3,56.7,8.4
20060605,300,32.2,48.9,16.7
20060605,400,37.8,41.4,3.5
20060605,500,40.8,39.2,-1.6
20060605,600,57.8,50.8,-7
20060605,700,73.2,64.4,-8.7
20060605,800,71.5,58.4,-13.1
20060605,900,74.9,60.4,-14.5
20060605,1000,71.8,56.8,-15
20060605,1100,51.4,48.5,-2.9
20060605,1200,32.8,41.3,8.6
20060605,1300,24.5,36.8,12.3
20060605,1400,11.2,27.8,16.5
20060605,1500,8.3,16.9,8.6
20060605,1600,4.6,17.5,13
20060605,1700,8.3,22.1,13.8
20060605,1800,11,19.6,8.6
20060605,1900,21.9,23.3,1.4
20060605,2000,34.1,31,-3.1
20060605,2100,24.5,27.8,3.2
20060605,2200,47.1,31.2,-15.9
20060605,2300,33,29.1,-3.9
20060606,0,8.4,16.2,7.7
20060606,100,3.5,12,8.4
20060606,200,11.2,14.2,3
20060606,300,23.6,17.5,-6.1
20060606,400,7.5,11.2,3.6
20060606,500,11.6,6.3,-5.3
20060606,600,25.7,15.6,-10.2
20060606,700,30.9,20.6,-10.4
20060606,800,28.8,28.2,-0.6
20060606,900,24.6,19.2,-5.4
20060606,1000,22.8,16.5,-6.3
20060606,1100,20.4,6.3,-14.1
20060606,1200,9,3.1,-5.9
20060606,1300,8.8,2.8,-5.9
20060606,1400,8.5,3.7,-4.7
20060606,1500,8,5.7,-2.3
20060606,1600,9,6.6,-2.4
20060606,1700,11.2,5.6,-5.6
20060606,1800,9.6,9.5,-0.1
20060606,1900,7.8,5.5,-2.2
20060606,2000,10.3,8.9,-1.4
20060606,2100,5.6,2.8,-2.8
20060606,2200,5.4,7.1,1.6
20060606,2300,4,6.3,2.3
20060607,0,4.3,8.4,4
20060607,100,5,5.5,0.5
20060607,200,4.1,2.1,-1.9
20060607,300,2.2,4.3,2.1
20060607,400,1.6,0.7,-0.9
20060607,500,1.6,1.4,-0.3
20060607,600,14.8,4.9,-9.9
20060607,700,39.8,13.9,-25.9
20060607,800,54,28.8,-25.2
20060607,900,53.7,21.1,-32.5
20060607,1000,47.5,29.7,-17.8
20060607,1100,45.1,33.6,-11.6
20060607,1200,30.5,21.6,-8.8
20060607,1300,23.3,20.2,-3.1
20060607,1400,15.9,21,5.1
20060607,1500,20,20.4,0.3
20060607,1600,36.5,35.8,-0.7
20060607,1700,40,39.3,-0.7
20060607,1800,44.7,32.9,-11.8
20060607,1900,39.1,38,-1
20060607,2000,46.1,41.6,-4.5
20060607,2100,46.3,37.4,-8.9
20060607,2200,21.4,33.1,11.7
20060607,2300,33.7,34.7,1
20060608,0,49.6,49.5,-0.1
20060608,100,77.1,62.1,-15
20060608,200,86.1,68.5,-17.6
20060608,300,88.5,76.1,-12.4
20060608,400,83.8,81.4,-2.4
20060608,500,81.8,79.5,-2.2
20060608,600,70.7,74.7,4
20060608,700,62.8,62.7,-0.2
20060608,800,62.2,59.1,-3.1
20060608,900,59.1,61.1,2
20060608,1000,47.6,41.9,-5.7
20060608,1100,19.1,24.3,5.2
20060608,1200,5.5,19.9,14.4
20060608,1300,1.3,27.3,26
20060608,1400,0,30.7,30.7
20060608,1500,0,29.7,29.7
20060608,1600,0,38.8,38.8
20060608,1700,0,28.4,28.4
20060608,1800,4.7,30.3,25.6
20060608,1900,3.7,30.2,26.5
20060608,2000,8.6,31.5,22.8
20060608,2100,0.5,38.1,37.6
20060608,2200,0,38.6,38.6
20060608,2300,2.7,48.5,45.8
20060609,0,22,44.1,22.2
20060609,100,47.1,63.8,16.7
20060609,200,59.2,61.5,2.3
20060609,300,72.7,72.4,-0.3
20060609,400,81.7,66.8,-14.9
20060609,500,84.2,67.3,-16.9
20060609,600,81.7,69.2,-12.5
20060609,700,74.3,77.5,3.2
20060609,800,52.7,70.5,17.8
20060609,900,34.8,69.8,35
20060609,1000,52,59.4,7.4
20060609,1100,62,72.9,10.9
20060609,1200,60.7,48.6,-12.1
20060609,1300,36.7,53.2,16.5
20060609,1400,17.5,39.4,21.9
20060609,1500,14,36.4,22.4
20060609,1600,23.4,27.6,4.2
20060609,1700,45,33.5,-11.5
20060609,1800,55,44.4,-10.7
20060609,1900,59.6,54.8,-4.8
20060609,2000,70.4,60.5,-9.9
20060609,2100,72.4,56,-16.4
20060609,2200,78.2,49.3,-29
20060609,2300,72.9,48.1,-24.8
20060610,0,56,47.9,-8.1
20060610,100,50.3,36.6,-13.8
20060610,200,53,41.9,-11.2
20060610,300,52.3,37.8,-14.5
20060610,400,53,53.1,0
20060610,500,37.4,38.2,0.8
20060610,600,31.6,24.4,-7.2
20060610,700,31.2,29.6,-1.6
20060610,800,34.4,38.7,4.3
20060610,900,54.5,39.4,-15.1
20060610,1000,55,45.8,-9.1
20060610,1100,55.5,36.8,-18.7
20060610,1200,55.9,37.2,-18.7
20060610,1300,65.3,43.1,-22.3
20060610,1400,56.8,42.2,-14.6
20060610,1500,33.8,33.5,-0.3
20060610,1600,29,24.1,-5
20060610,1700,48.7,29.1,-19.6
20060610,1800,43.4,28,-15.5
20060610,1900,30.9,24.4,-6.5
20060610,2000,34.3,37.4,3.1
20060610,2100,31.1,43.5,12.4
20060610,2200,26.8,42.5,15.8
20060610,2300,31,40.6,9.7
20060611,0,40.2,41.3,1.1
20060611,100,57.6,40.9,-16.6
20060611,200,69.8,53.7,-16.1
20060611,300,79.5,67.7,-11.8
20060611,400,87.1,65.5,-21.7
20060611,500,84.5,61,-23.5
20060611,600,76.7,69.8,-6.9
20060611,700,65.3,76.9,11.6
20060611,800,65.6,80.7,15.2
20060611,900,64.3,74.8,10.5
20060611,1000,57.3,57.1,-0.2
20060611,1100,47.5,54.1,6.6
20060611,1200,67.2,43,-24.2
20060611,1300,87.2,53.4,-33.8
20060611,1400,47.7,35.7,-12
20060611,1500,8.9,21.9,13
20060611,1600,14.4,28.3,13.9
20060611,1700,38,34.8,-3.3
20060611,1800,28.7,28.6,-0.1
20060611,1900,32.2,31.5,-0.7
20060611,2000,39.2,34.3,-4.9
20060611,2100,25,22.8,-2.2
20060611,2200,19.2,25.3,6.1
20060611,2300,17.2,29.9,12.7
20060612,0,15.3,32.7,17.4
20060612,100,3.9,26.8,22.9
20060612,200,1.7,33.9,32.2
20060612,300,1.4,34.9,33.4
20060612,400,1.5,31.2,29.7
20060612,500,1.2,47.2,46.1
20060612,600,1.3,53.1,51.8
20060612,700,1.5,44.5,43
20060612,800,2.6,33.1,30.5
20060612,900,1.1,42,40.9
20060612,1000,1,31.1,30.1
20060612,1100,0.9,24.6,23.8
20060612,1200,0.8,19.4,18.6
20060612,1300,0.8,18.6,17.8
20060612,1400,1.2,10.8,9.6
20060612,1500,1.4,11.1,9.7
20060612,1600,1.7,9.2,7.5
20060612,1700,1.9,5.6,3.7
20060612,1800,3.8,6.6,2.8
20060612,1900,10.9,2.6,-8.3
20060612,2000,13.3,3.7,-9.6
20060612,2100,10.7,3.4,-7.3
20060612,2200,15.7,4.4,-11.3
20060612,2300,10.6,11.5,0.9
20060613,0,16.3,14.2,-2.1
20060613,100,23,15.4,-7.6
20060613,200,33.9,18,-15.8
20060613,300,28.5,17.8,-10.8
20060613,400,37.4,20.5,-16.9
20060613,500,59.2,30.6,-28.6
20060613,600,50.7,32.1,-18.5
20060613,700,27.9,20.8,-7.1
20060613,800,12.7,9.9,-2.8
20060613,900,3.6,8.2,4.6
